topic,subtopic1,subtopic2,raw_ex_info,composer,raw_ex_title,raw_ex_mm,larger_work,generic_title,piece_title,catalog_no,movement,measure_start,measure_end,mp3,pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Haydn, Symphony no. 34 in d minor, mvt. 2, mm. 1-4",Haydn,"Symphony no. 34 in d minor, mvt. 2",mm. 1-4,,,,,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7s4.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7s4.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Mozart, Ave Verum Corpus, K. 618, mm. 1-6",Mozart,"Ave Verum Corpus, K. 618",mm. 1-6,,,,K. 618,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7t.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7t.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Beethoven, ""In questa tomba oscura"", WoO 133, mm. 14-18",Beethoven,"""In questa tomba oscura"", WoO 133",mm. 14-18,,,In questa tomba oscura,WoO 133,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7t4.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7t4.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Beethoven, Piano Sonata in F Major, op. 10 no. 2, mvt. 2, mm. 40-47",Beethoven,"Piano Sonata in F Major, op. 10 no. 2, mvt. 2",mm. 40-47,,,,op. 10,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7u4.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7u4.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Mozart, Symphony no. 23 in D Major, K. 181, Andantino grazioso, mm. 14-24",Mozart,"Symphony no. 23 in D Major, K. 181, Andantino grazioso",mm. 14-24,,,,K. 181,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7v4.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7v4.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Mozart, Symphony no. 36 in C Major, K. 425, mvt. 4, mm. 1-8",Mozart,"Symphony no. 36 in C Major, K. 425, mvt. 4",mm. 1-8,,,,K. 425,mvt. 4,,,/musictheoryexamples/examples/09-ii7-iv7/PD7w4.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7w4.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Beethoven, Piano Sonata in f minor, op. 2 no. 1, mvt. 3, Trio, mm. 1-4",Beethoven,"Piano Sonata in f minor, op. 2 no. 1, mvt. 3, Trio",mm. 1-4,,,,op. 2,mvt. 3,,,/musictheoryexamples/examples/09-ii7-iv7/PD7x4.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7x4.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Haydn, Piano Sonata in A Major, Hob. XVI:12, mvt. 1, mm. 1-4",Haydn,"Piano Sonata in A Major, Hob. XVI:12, mvt. 1",mm. 1-4,,,,Hob. XVI:12,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7y4.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7y4.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Gade, Violin Concerto in d minor, op. 56, mvt. 2, mm. 1-18",Gade,"Violin Concerto in d minor, op. 56, mvt. 2",mm. 1-18,,,,op. 56,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7z4.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7z4.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Beethoven, Piano Sonata in G Major, op. 14 no. 2, mvt. 1, mm. 1-8",Beethoven,"Piano Sonata in G Major, op. 14 no. 2, mvt. 1",mm. 1-8,,,,op. 14,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7u.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7u.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Haydn, Symphony no. 45 in f-sharp minor, mvt. 1, mm. 1-8",Haydn,"Symphony no. 45 in f-sharp minor, mvt. 1",mm. 1-8,,,,,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7v.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7v.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"J. S. Bach, Cantata no. 4, BWV 4, mvt. 1, mm. 1-3",J. S. Bach,"Cantata no. 4, BWV 4, mvt. 1",mm. 1-3,,,,BWV 4,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7b5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7b5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"J.S. Bach, Sonata for Flute and Harpsichord in E-flat Major, BWV 1031, mvt. 2, mm. 1-4",J.S. Bach,"Sonata for Flute and Harpsichord in E-flat Major, BWV 1031, mvt. 2",mm. 1-4,,,,BWV 1031,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7w.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7w.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Vieuxtemps, Violin Concerto no. 2 in f-sharp minor, op. 19, mvt. 1, mm. 61- 68",,,,,,,,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7c5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7c5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"J. S. Bach, St. Matthew Passion, BWV 244, mvt. 49, mm. 1-5",J. S. Bach,"St. Matthew Passion, BWV 244, mvt. 49",mm. 1-5,,,,BWV 2449,mvt. 4,,,/musictheoryexamples/examples/09-ii7-iv7/PD7d5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7d5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"J. S. Bach, Brandenburg Concerto no. 4 in G Major, BWV 1049, mvt. 2, mm. 1-5",J. S. Bach,"Brandenburg Concerto no. 4 in G Major, BWV 1049, mvt. 2",mm. 1-5,,,,BWV 1049,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7e5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7e5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Mozart, Piano Concerto no. 23 in A Major, K. 488, mvt. 2, mm. 1-4",Mozart,"Piano Concerto no. 23 in A Major, K. 488, mvt. 2",mm. 1-4,,,,K. 488,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7f5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7f5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Mozart, Symphony no. 40 in g minor, K. 550, mvt. 1, mm. 1-9",Mozart,"Symphony no. 40 in g minor, K. 550, mvt. 1",mm. 1-9,,,,K. 550,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7y.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7y.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Liszt, Transcendental Etude no. 4 in d minor, mm. 7-10",Liszt,Transcendental Etude no. 4 in d minor,mm. 7-10,,,,,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7g5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7g5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Mozart, Piano Concerto in C Major, K. 503, mvt. 1, mm. 345-352",Mozart,"Piano Concerto in C Major, K. 503, mvt. 1",mm. 345-352,,,,K. 503,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7h5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7h5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Chopin, Prelude in b-flat minor, op. 28 no. 16. mm. 1-9",,,,,,,,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7z.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7z.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Haydn, String Quartet in d minor, op. 76 no. 2, mvt. 1, mm. 1-7",Haydn,"String Quartet in d minor, op. 76 no. 2, mvt. 1",mm. 1-7,,,,op. 76,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7i5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7i5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Rossini, String Sonata no. 5 in E-flat Major, mvt. 1, mm. 1-8",Rossini,"String Sonata no. 5 in E-flat Major, mvt. 1",mm. 1-8,,,,,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7j5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7j5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Sibelius, Symphony no. 2 in D Major, op. 43, mvt. 4, mm. 366-373",Sibelius,"Symphony no. 2 in D Major, op. 43, mvt. 4",mm. 366-373,,,,op. 43,mvt. 4,,,/musictheoryexamples/examples/09-ii7-iv7/PD7a1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7a1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Rubinstein, Piano Concerto no. 4 in d minor, op. 70, mvt. 3, mm. 771-791",Rubinstein,"Piano Concerto no. 4 in d minor, op. 70, mvt. 3",mm. 771-791,,,,op. 70,mvt. 3,,,/musictheoryexamples/examples/09-ii7-iv7/PD7b1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7b1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Brahms, Cello Sonata no. 1 in e minor, op. 38, mvt. 1, mm. 1-3",Brahms,"Cello Sonata no. 1 in e minor, op. 38, mvt. 1",mm. 1-3,,,,op. 38,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7k5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7k5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Chopin, Scherzo no. 1 in b minor, op. 20, mm. 617-625",Chopin,"Scherzo no. 1 in b minor, op. 20",mm. 617-625,,,,op. 20,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7l5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7l5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Tchaikovsky, Piano Trio in a minor, op. 50, mvt. 1, mm. 263-268",Tchaikovsky,"Piano Trio in a minor, op. 50, mvt. 1",mm. 263-268,,,,op. 50,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7m5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7m5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Schubert, Piano Trio no. 2 in E-flat Major, D. 929, mvt. 4, mm. 73-84",Schubert,"Piano Trio no. 2 in E-flat Major, D. 929, mvt. 4",mm. 73-84,,,,D. 929,mvt. 4,,,/musictheoryexamples/examples/09-ii7-iv7/PD7n5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7n5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Brahms, Liebeslieder, op. 52 no. 18, mm. 1-6",Brahms,"Liebeslieder, op. 52 no. 18",mm. 1-6,,,,op. 52,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7o5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7o5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Bruch, Serenade, op. 75, mvt. 3, mm. 155-163",Bruch,"Serenade, op. 75, mvt. 3",mm. 155-163,,,,op. 75,mvt. 3,,,/musictheoryexamples/examples/09-ii7-iv7/PD7p5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7p5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Brahms, Hungarian Dance in D Major, WoO 1 no. 13, mm. 47-59",Brahms,"Hungarian Dance in D Major, WoO 1 no. 13",mm. 47-59,,,,WoO 1,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7q5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7q5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,$ \rm{ii^4_2} $,"Lalo, Symphony Espagnole, op. 21, mvt. 1, mm. 32-43",Lalo,"Symphony Espagnole, op. 21, mvt. 1",mm. 32-43,,,,op. 21,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7c1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7c1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,Multiple Inversions of $ \rm{ii^7} $,"Grieg, Lyric Piece, op. 12 no. 3, mm. 21-24",Grieg,"Lyric Piece, op. 12 no. 3",mm. 21-24,,,,op. 12,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7r5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7r5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,Multiple Inversions of $ \rm{ii^7} $,"Schumann, Album for the Young, op. 68 no. 21, mm. 1-8",Schumann,"Album for the Young, op. 68 no. 21",mm. 1-8,,,,op. 68,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7d1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7d1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,Multiple Inversions of $ \rm{ii^7} $,"Chopin, Piano Concerto no. 2 in f minor, op. 21, mvt. 1, mm. 64-74",Chopin,"Piano Concerto no. 2 in f minor, op. 21, mvt. 1",mm. 64-74,,,,op. 21,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7e1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7e1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,Multiple Inversions of $ \rm{ii^7} $,"Handel, Messiah, HWV 56, Part II no. 20 (""He was despised""), mm. 50-52",Handel,"Messiah, HWV 56, Part II no. 20 (""He was despised"")",mm. 50-52,,,He was despised,HWV 56,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7s5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7s5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{ii^7} $,Multiple Inversions of $ \rm{ii^7} $,"Dietrich, Violin Concerto in d minor, op. 30, mvt. 1, mm. 1-8",Dietrich,"Violin Concerto in d minor, op. 30, mvt. 1",mm. 1-8,,,,op. 30,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7t5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7t5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^7} $,"J. S. Bach, Chorale no. 72 (""Erhalt'uns, Herr, bei deinem Wort""), mm. 1-2",J. S. Bach,"Chorale no. 72 (""Erhalt'uns, Herr, bei deinem Wort"")",mm. 1-2,,,"Erhalt'uns, Herr, bei deinem Wort",,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7v5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7v5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^7} $,"Chopin, Prelude in c minor, op. 28 no. 20, mm. 1-2",Chopin,"Prelude in c minor, op. 28 no. 20",mm. 1-2,,,,op. 28,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7g1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7g1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^7} $,"Dvorak, Sonatina in G Major, op. 100, mvt. 2, mm. 1-13",Dvorak,"Sonatina in G Major, op. 100, mvt. 2",mm. 1-13,,,,op. 100,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7w5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7w5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^7} $,"Sarasate, Zigeunerweisen, op. 20, mm. 49-52",Sarasate,"Zigeunerweisen, op. 20",mm. 49-52,,,,op. 20,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7y5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7y5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^7} $,"Grieg, Lyric Piece, op. 43 no. 6, mm. 68-72",Grieg,"Lyric Piece, op. 43 no. 6",mm. 68-72,,,,op. 43,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7z5.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7z5.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^7} $,"Saint-Saëns, ""Danse macabre"", mm. 41-61",Saint-Saëns,"""Danse macabre""",mm. 41-61,,,Danse macabre,,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7a6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7a6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^7} $,"Brahms, Piano Trio no. 1 in B Major, op. 8 (original version), mvt. 3, mm. 49-53",Brahms,"Piano Trio no. 1 in B Major, op. 8 (original version), mvt. 3",mm. 49-53,,,,op. 8,mvt. 3,,,/musictheoryexamples/examples/09-ii7-iv7/PD7b6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7b6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^7} $,"Barber, String Quartet, op. 11, mvt. 2 (Adagio for Strings), mm. 1-9",Barber,"String Quartet, op. 11, mvt. 2 (Adagio for Strings)",mm. 1-9,,,,op. 11,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7i1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7i1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^6_5} $,"J.S. Bach, St. Matthew Passion no. 10 (Chorale no. 117), mm. 1-2",J.S. Bach,St. Matthew Passion no. 10 (Chorale no. 117),mm. 1-2,,,,,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7k1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7k1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^6_5} $,"Goldmark, Violin Sonata in D Major, op. 25, mvt. 2, mm. 9-12",Goldmark,"Violin Sonata in D Major, op. 25, mvt. 2",mm. 9-12,,,,op. 25,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7d6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7d6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^6_5} $,"J. S. Bach, Chorale no. 208 (""Als vierzig Tag' nach Ostern""), mm. 1-5",J. S. Bach,"Chorale no. 208 (""Als vierzig Tag' nach Ostern"")",mm. 1-5,,,Als vierzig Tag' nach Ostern,,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7e6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7e6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^6_5} $,"Handel, Messiah, HWV 56, Part II no. 27 (""Behold and see""), mm. 10-11",Handel,"Messiah, HWV 56, Part II no. 27 (""Behold and see"")",mm. 10-11,,,Behold and see,HWV 56,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7g6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7g6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^6_5} $,"J. S. Bach, Chorale no. 111 (""Herzliebster Jesu, was hast du verbrochen""), mm. 10-11",J. S. Bach,"Chorale no. 111 (""Herzliebster Jesu, was hast du verbrochen"")",mm. 10-11,,,"Herzliebster Jesu, was hast du verbrochen",,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7h6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7h6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^6_5} $,"J. S. Bach, Chorale no. 48 (""Ach wie nichtig, ach wie flüchtig""), mm. 1-4",J. S. Bach,"Chorale no. 48 (""Ach wie nichtig, ach wie flüchtig"")",mm. 1-4,,,"Ach wie nichtig, ach wie flüchtig",,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7i6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7i6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^4_3} $,"Mozart, Fantasy in c minor, K. 475, mm. 151-157",Mozart,"Fantasy in c minor, K. 475",mm. 151-157,,,,K. 475,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7j6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7j6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^4_3} $,"Haydn, Symphony no. 100 in G Major, mvt. 1, mm. 131-138",Haydn,"Symphony no. 100 in G Major, mvt. 1",mm. 131-138,,,,,mvt. 1,,,/musictheoryexamples/examples/09-ii7-iv7/PD7k6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7k6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^4_2} $,"J.S. Bach, WTC I, Prelude in C Major, BWV 846, mm. 15-19",J.S. Bach,"WTC I, Prelude in C Major, BWV 846",mm. 15-19,,,,BWV 846,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7l1.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7l1.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^4_2} $,"J. S. Bach, Little Prelude in C Major, BWV 924, mm. 1-9",J. S. Bach,"Little Prelude in C Major, BWV 924",mm. 1-9,,,,BWV 924,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7m6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7m6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^4_2} $,"Grieg, Holberg Suite, op. 40, mvt. 3, mm. 5-9",Grieg,"Holberg Suite, op. 40, mvt. 3",mm. 5-9,,,,op. 40,mvt. 3,,,/musictheoryexamples/examples/09-ii7-iv7/PD7n6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7n6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^4_2} $,"J. S. Bach, Well-Tempered Clavier, Book I, Prelude in d minor, BWV 851, mm. 9-13",J. S. Bach,"Well-Tempered Clavier, Book I, Prelude in d minor, BWV 851",mm. 9-13,,,,BWV 851,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7o6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7o6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7} $,$ \rm{IV^4_2} $,"J. S. Bach, Well-Tempered Clavier, Book I, Prelude in e minor, BWV 855, mm. 7-14",J. S. Bach,"Well-Tempered Clavier, Book I, Prelude in e minor, BWV 855",mm. 7-14,,,,BWV 855,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7p6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7p6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7-ii^6_5} $,$ \rm{IV^4_2} $,"Mozart, String Quintet in g minor, K. 516, mvt. 2, Trio, mm. 1-16",Mozart,"String Quintet in g minor, K. 516, mvt. 2, Trio",mm. 1-16,,,,K. 516,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7q6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7q6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7-ii^6_5} $,$ \rm{IV^4_2} $,"Schumann, Album for the Young, op. 68 no. 42, mm. 1-2",Schumann,"Album for the Young, op. 68 no. 42",mm. 1-2,,,,op. 68,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7r6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7r6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7-ii^6_5} $,$ \rm{IV^4_2} $,"Beethoven, Minuet in E-flat Major, WoO 82, mm. 1-9",Beethoven,"Minuet in E-flat Major, WoO 82",mm. 1-9,,,,WoO 82,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7t6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7t6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7-ii^6_5} $,$ \rm{IV^4_2} $,"Mozart, Violin Sonata in e minor, K. 304, mvt. 2, mm. 94-109",Mozart,"Violin Sonata in e minor, K. 304, mvt. 2",mm. 94-109,,,,K. 304,mvt. 2,,,/musictheoryexamples/examples/09-ii7-iv7/PD7u6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7u6.pdf
"$ \rm{ ii^7, IV^7, } $ and their inversions",$ \rm{IV^7-ii^6_5} $,$ \rm{IV^4_2} $,"Beethoven, Bagatelle in g minor, op. 119 no. 1, mm. 17-24",Beethoven,"Bagatelle in g minor, op. 119 no. 1",mm. 17-24,,,,op. 119,,,,/musictheoryexamples/examples/09-ii7-iv7/PD7v6.mp3,/musictheoryexamples/examples/09-ii7-iv7/PD7v6.pdf
