topic,subtopic1,subtopic2,raw_ex_info,composer,raw_ex_title,raw_ex_mm,larger_work,generic_title,piece_title,catalog_no,movement,measure_start,measure_end,mp3,pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Clementi, Piano Sonata in G Major, op. 40 no. 1, mvt. 1, mm. 1-8",Clementi,"Piano Sonata in G Major, op. 40 no. 1, mvt. 1",mm. 1-8,,,,op. 40,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63u2.mp3,/musictheoryexamples/examples/04-firstinv/63u2.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Schumann, ""Nord oder Süd"", op. 59 no. 1, mm. 1-4",Schumann,"""Nord oder Süd"", op. 59 no. 1",mm. 1-4,,,Nord oder Süd,op. 59,,,,/musictheoryexamples/examples/04-firstinv/63v2.mp3,/musictheoryexamples/examples/04-firstinv/63v2.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Brahms, 49 German Folksongs, WoO 33 no. 7, mm. 1-4",Brahms,"49 German Folksongs, WoO 33 no. 7",mm. 1-4,,,,WoO 33,,,,/musictheoryexamples/examples/04-firstinv/63w2.mp3,/musictheoryexamples/examples/04-firstinv/63w2.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Brahms, 49 German Folksongs, WoO 33 no. 18, mm. 1-3",Brahms,"49 German Folksongs, WoO 33 no. 18",mm. 1-3,,,,WoO 33,,,,/musictheoryexamples/examples/04-firstinv/63x2.mp3,/musictheoryexamples/examples/04-firstinv/63x2.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Brahms, Clarinet Sonata no. 2 in E-flat Major, op. 120 no. 2, mvt. 1, mm. 1-3",Brahms,"Clarinet Sonata no. 2 in E-flat Major, op. 120 no. 2, mvt. 1",mm. 1-3,,,,op. 120,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63z2.mp3,/musictheoryexamples/examples/04-firstinv/63z2.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Schumann, Album for the Young, op. 68 no. 4 (Ein Choral""), mm. 9-12",Schumann,"Album for the Young, op. 68 no. 4 (Ein Choral"")",mm. 9-12,,,,op. 68,,,,/musictheoryexamples/examples/04-firstinv/63a3.mp3,/musictheoryexamples/examples/04-firstinv/63a3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"D. Scarlatti, Keyboard Sonata in D Major, Longo 12, mm. 1-4",D. Scarlatti,"Keyboard Sonata in D Major, Longo 12",mm. 1-4,,,,,,,,/musictheoryexamples/examples/04-firstinv/63b3.mp3,/musictheoryexamples/examples/04-firstinv/63b3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Corelli, Concerto Grosso in g minor, op. 6 no. 8, mvt. 1, mm. 1-6",Corelli,"Concerto Grosso in g minor, op. 6 no. 8, mvt. 1",mm. 1-6,,,,op. 6,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63p.mp3,/musictheoryexamples/examples/04-firstinv/63p.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Handel, Harpsichord Suite in d minor, HWV 428, mvt. 5, mm. 1-2",Handel,"Harpsichord Suite in d minor, HWV 428, mvt. 5",mm. 1-2,,,,HWV 428,mvt. 5,,,/musictheoryexamples/examples/04-firstinv/63c3.mp3,/musictheoryexamples/examples/04-firstinv/63c3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Rameau, Pièces de Clavecin, ""Les Cyclopes"", mm. 1-4",Rameau,"Pièces de Clavecin, ""Les Cyclopes""",mm. 1-4,,,Les Cyclopes,,,,,/musictheoryexamples/examples/04-firstinv/63d3.mp3,/musictheoryexamples/examples/04-firstinv/63d3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Beethoven, Piano Sonata in A-flat Major, op. 110, mvt. 2, mm. 1-8",Beethoven,"Piano Sonata in A-flat Major, op. 110, mvt. 2",mm. 1-8,,,,op. 110,mvt. 2,,,/musictheoryexamples/examples/04-firstinv/63e3.mp3,/musictheoryexamples/examples/04-firstinv/63e3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Schumann, Album for the Young, op. 68 no. 2 (""Soldier's March""), mm. 1-5",Schumann,"Album for the Young, op. 68 no. 2 (""Soldier's March"")",mm. 1-5,,,Soldier's March,op. 68,,,,/musictheoryexamples/examples/04-firstinv/63r.mp3,/musictheoryexamples/examples/04-firstinv/63r.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Mozart, Piano Sonata in C Major, K. 545, mvt.1, mm. 5-8",Mozart,"Piano Sonata in C Major, K. 545, mvt.1",mm. 5-8,,,,K. 545,,,,/musictheoryexamples/examples/04-firstinv/63f3.mp3,/musictheoryexamples/examples/04-firstinv/63f3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"J.S. Bach, Keyboard Partita no. 4 in D Major, BWV 828, mvt. 4, mm. 1-4",J.S. Bach,"Keyboard Partita no. 4 in D Major, BWV 828, mvt. 4",mm. 1-4,,,,BWV 828,mvt. 4,,,/musictheoryexamples/examples/04-firstinv/63g3.mp3,/musictheoryexamples/examples/04-firstinv/63g3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"J.S. Bach, St. Matthew Passion, BWV 244, no. 30 (""And he came to his disciples""), mm. 1-4",J.S. Bach,"St. Matthew Passion, BWV 244, no. 30 (""And he came to his disciples"")",mm. 1-4,,,And he came to his disciples,BWV 244,,,,/musictheoryexamples/examples/04-firstinv/63h3.mp3,/musictheoryexamples/examples/04-firstinv/63h3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"J.S. Bach, Chorale no. 178 (""Das neugeborne Kindelein""), mm. 1-4",J.S. Bach,"Chorale no. 178 (""Das neugeborne Kindelein"")",mm. 1-4,,,Das neugeborne Kindelein,,,,,/musictheoryexamples/examples/04-firstinv/63i3.mp3,/musictheoryexamples/examples/04-firstinv/63i3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Beethoven, Piano Sonata in g minor, op. 49 no. 1, mvt. 1, mm. 1-4",Beethoven,"Piano Sonata in g minor, op. 49 no. 1, mvt. 1",mm. 1-4,,,,op. 49,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63o.pdf,/musictheoryexamples/examples/04-firstinv/63o.mp3
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Beethoven, ""Der Bardengeist"", WoO 142, mm. 1-5",Beethoven,"""Der Bardengeist"", WoO 142",mm. 1-5,,,Der Bardengeist,WoO 142,,,,/musictheoryexamples/examples/04-firstinv/63k3.mp3,/musictheoryexamples/examples/04-firstinv/63k3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Handel, Messiah, HWV 56, no. 2, mm. 1-4",Handel,"Messiah, HWV 56, no. 2",mm. 1-4,,,,HWV 56,,,,/musictheoryexamples/examples/04-firstinv/63s.mp3,/musictheoryexamples/examples/04-firstinv/63s.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Haydn, Piano Sonata in D Major, Hob. XVI:37, mvt. 3, mm. 1-4",Haydn,"Piano Sonata in D Major, Hob. XVI:37, mvt. 3",mm. 1-4,,,,Hob. XVI:37,mvt. 3,,,/musictheoryexamples/examples/04-firstinv/63l3.mp3,/musictheoryexamples/examples/04-firstinv/63l3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,$ \rm{vii^{o6}} $,"Schumann, Album for the Young, op. 68 no. 11 (""Sicilienne""), mm. 1-8",Schumann,"Album for the Young, op. 68 no. 11 (""Sicilienne"")",mm. 1-8,,,Sicilienne,op. 68,,,,/musictheoryexamples/examples/04-firstinv/63m.mp3,/musictheoryexamples/examples/04-firstinv/63m.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Haydn, Piano Sonata in e minor, Hob. XVI:47, mvt. 3, mm. 7-10",Haydn,"Piano Sonata in e minor, Hob. XVI:47, mvt. 3",mm. 7-10,,,,Hob. XVI:47,mvt. 3,,,/musictheoryexamples/examples/04-firstinv/63m3.mp3,/musictheoryexamples/examples/04-firstinv/63m3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Haydn, Piano Sonata in E-flat Major (no Hob. number), mvt. 3, mm. 1-8",Haydn,"Piano Sonata in E-flat Major (no Hob. number), mvt. 3",mm. 1-8,,,,,mvt. 3,,,/musictheoryexamples/examples/04-firstinv/63n3.mp3,/musictheoryexamples/examples/04-firstinv/63n3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Haydn, Piano Sonata in G Major, Hob. XVI:27, mvt. 2, mm. 1-6",Haydn,"Piano Sonata in G Major, Hob. XVI:27, mvt. 2",mm. 1-6,,,,Hob. XVI:27,mvt. 2,,,/musictheoryexamples/examples/04-firstinv/63o3.mp3,/musictheoryexamples/examples/04-firstinv/63o3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Haydn, Piano Sonata in G Major, Hob. XVI:27, mvt. 3, mm. 25-28",Haydn,"Piano Sonata in G Major, Hob. XVI:27, mvt. 3",mm. 25-28,,,,Hob. XVI:27,mvt. 3,,,/musictheoryexamples/examples/04-firstinv/63p3.mp3,/musictheoryexamples/examples/04-firstinv/63p3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Clementi, Piano Sonata in g minor, op. 34 no. 2, mvt. 2, mm. 1-8",Clementi,"Piano Sonata in g minor, op. 34 no. 2, mvt. 2",mm. 1-8,,,,op. 34,mvt. 2,,,/musictheoryexamples/examples/04-firstinv/63q3.mp3,/musictheoryexamples/examples/04-firstinv/63q3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Vivaldi, Violin Concerto in e minor (""Il favorito""), F. I no. 208, mvt. 2, mm. 39-42",Vivaldi,"Violin Concerto in e minor (""Il favorito""), F. I no. 208, mvt. 2",mm. 39-42,,,Il favorito,,mvt. 2,,,/musictheoryexamples/examples/04-firstinv/63s3.mp3,/musictheoryexamples/examples/04-firstinv/63s3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Brahms, String Quartet no. 3 in B-flat Major, op. 67, mvt. 3, mm. 177-185",Brahms,"String Quartet no. 3 in B-flat Major, op. 67, mvt. 3",mm. 177-185,,,,op. 67,mvt. 3,,,/musictheoryexamples/examples/04-firstinv/63t3.mp3,/musictheoryexamples/examples/04-firstinv/63t3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Mozart, Piano Concerto no. 19 in F Major, K. 459, mvt. 3, mm. 1-10",Mozart,"Piano Concerto no. 19 in F Major, K. 459, mvt. 3",mm. 1-10,,,,K. 459,mvt. 3,,,/musictheoryexamples/examples/04-firstinv/63u3.mp3,/musictheoryexamples/examples/04-firstinv/63u3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Brahms, Song of Destiny, op. 54, mm. 96-103",Brahms,"Song of Destiny, op. 54",mm. 96-103,,,,op. 54,,,,/musictheoryexamples/examples/04-firstinv/63v3.mp3,/musictheoryexamples/examples/04-firstinv/63v3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Haydn, Piano Sonata in D Major, Hob. XVI:33, mvt. 1, mm. 166-173",Haydn,"Piano Sonata in D Major, Hob. XVI:33, mvt. 1",mm. 166-173,,,,Hob. XVI:33,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63w3.mp3,/musictheoryexamples/examples/04-firstinv/63w3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Vivaldi, Piccolo Concerto in C Major, RV 444, mvt. 1, mm. 62-67",Vivaldi,"Piccolo Concerto in C Major, RV 444, mvt. 1",mm. 62-67,,,,RV 444,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63x3.mp3,/musictheoryexamples/examples/04-firstinv/63x3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",$ \rm{vii^o} $,Apparent $ \rm{vii^{o}} $,"Mozart, Piano Concerto no. 23 in A Major, K. 488, mvt. 1, mm. 258-262",Mozart,"Piano Concerto no. 23 in A Major, K. 488, mvt. 1",mm. 258-262,,,,K. 488,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63y3.mp3,/musictheoryexamples/examples/04-firstinv/63y3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"Beethoven, Piano Concerto no. 4 in G Major, op. 58, mvt. 1, mm. 1-5",Beethoven,"Piano Concerto no. 4 in G Major, op. 58, mvt. 1",mm. 1-5,,,,op. 58,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63z3.mp3,/musictheoryexamples/examples/04-firstinv/63z3.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"J.S.Bach, Chorale no. 54 (""Lobt Gott, ihr Christen, allzugleich""), mm. 1-2",J.S.Bach,"Chorale no. 54 (""Lobt Gott, ihr Christen, allzugleich"")",mm. 1-2,,,"Lobt Gott, ihr Christen, allzugleich",,,,,/musictheoryexamples/examples/04-firstinv/63a4.mp3,/musictheoryexamples/examples/04-firstinv/63a4.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"J.S. Bach, French Suite no. 3 in b minor, BWV 814, Menuet, mm. 1-16",J.S. Bach,"French Suite no. 3 in b minor, BWV 814, Menuet",mm. 1-16,,,,BWV 814,,,,/musictheoryexamples/examples/04-firstinv/63k.mp3,/musictheoryexamples/examples/04-firstinv/63k.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"J.S. Bach, Prelude in d minor, BWV 554, mm. 1-3",J.S. Bach,"Prelude in d minor, BWV 554",mm. 1-3,,,,BWV 554,,,,/musictheoryexamples/examples/04-firstinv/63b4.mp3,/musictheoryexamples/examples/04-firstinv/63b4.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"J.S. Bach, Chorale no. 171 (""Schaut, ihr Sünder""), mm. 1-3",J.S. Bach,"Chorale no. 171 (""Schaut, ihr Sünder"")",mm. 1-3,,,"Schaut, ihr Sünder",,,,,/musictheoryexamples/examples/04-firstinv/63d4.mp3,/musictheoryexamples/examples/04-firstinv/63d4.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"J.S. Bach, Chorale melody with figured bass no. 53 (""Jesu, Jesu du bist mein""), mm. 1-2 (score only)",J.S. Bach,"Chorale melody with figured bass no. 53 (""Jesu, Jesu du bist mein"")",mm. 1-2,,,"Jesu, Jesu du bist mein",,,,,/musictheoryexamples/examples/04-firstinv/63u.pdf,
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"J.S. Bach, Chorale no. 178 (""Das neugeborne Kindelein""), mm. 1-4",J.S. Bach,"Chorale no. 178 (""Das neugeborne Kindelein"")",mm. 1-4,,,Das neugeborne Kindelein,,,,,/musictheoryexamples/examples/04-firstinv/p4ov,/musictheoryexamples/examples/04-firstinv/63t.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"J.S. Bach, Chorale no. 267 (""Vater unser im Himmelreich""), mm. 1-2",J.S. Bach,"Chorale no. 267 (""Vater unser im Himmelreich"")",mm. 1-2,,,Vater unser im Himmelreich,,,,,/musictheoryexamples/examples/04-firstinv/63f4.mp3,/musictheoryexamples/examples/04-firstinv/63f4.pdf
"$ \rm{ I^6, V^6, } $ and $ \rm{vii^{o6}} $",Various combinations,Apparent $ \rm{vii^{o}} $,"Haydn, Piano Sonata in C Major, Hob. XVI:35, mvt. 1, mm. 126-131",Haydn,"Piano Sonata in C Major, Hob. XVI:35, mvt. 1",mm. 126-131,,,,Hob. XVI:35,mvt. 1,,,/musictheoryexamples/examples/04-firstinv/63g4.mp3,/musictheoryexamples/examples/04-firstinv/63g4.pdf
Moving Toward V,Beginning on the Applied Chord,,"Brahms, ""Versunken"", op. 86 no. 5, mm. 1-5",Brahms,"""Versunken"", op. 86 no. 5",mm. 1-5,,,Versunken,op. 86,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVf1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVf1.pdf
Moving Toward V,Beginning on the Applied Chord,,"Brahms, ""Mondnacht"", WoO 21, mm. 1-12",Brahms,"""Mondnacht"", WoO 21",mm. 1-12,,,Mondnacht,WoO 21,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVg1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVg1.pdf
Moving Toward V,Beginning on the Applied Chord,,"Schubert, 36 Originaltänze, D. 365 no. 32, mm. 1-8",Schubert,"36 Originaltänze, D. 365 no. 32",mm. 1-8,,,,D. 365,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVi1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVi1.pdf
Moving Toward V,V/V,,"Haydn, Symphony no. 94 in G Major, mvt. 2, mm. 1-17",Haydn,"Symphony no. 94 in G Major, mvt. 2",mm. 1-17,,,,,mvt. 2,,,/musictheoryexamples/examples/10-moving-toward-v/MTVb.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVb.pdf
Moving Toward V,V/V,,"J.S. Bach, Chorale no. 102, ""Ermuntre dich, mein schwacher Geist"", mm. 1-8",J.S. Bach,"Chorale no. 102, ""Ermuntre dich, mein schwacher Geist""",mm. 1-8,,,"Ermuntre dich, mein schwacher Geist",,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVa.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVa.pdf
Moving Toward V,$ \rm{V^7/V} $,,"Haydn, Missa in tempore belli, Hob. XXII:9, mvt. 2, mm. 1-8",Haydn,"Missa in tempore belli, Hob. XXII:9, mvt. 2",mm. 1-8,,,,Hob. XXII:9,mvt. 2,,,/musictheoryexamples/examples/10-moving-toward-v/MTVk1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVk1.pdf
Moving Toward V,$ \rm{V^7/V} $,,"Haydn, Piano Sonata in A-flat Major, Hob. XVI:43, mvt. 2, mm. 1-8",Haydn,"Piano Sonata in A-flat Major, Hob. XVI:43, mvt. 2",mm. 1-8,,,,Hob. XVI:43,mvt. 2,,,/musictheoryexamples/examples/10-moving-toward-v/MTVl1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVl1.pdf
Moving Toward V,$ \rm{V^7/V} $,,"Schubert, Notturno in E-flat Major, D. 897, mm. 1-12",Schubert,"Notturno in E-flat Major, D. 897",mm. 1-12,,,,D. 897,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVm1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVm1.pdf
Moving Toward V,$ \rm{V^7/V} $,,"Schumann, Dichterliebe, op. 48 no. 11 (""Ein Jüngling liebt ein Mädchen""), mm. 1-8",Schumann,"Dichterliebe, op. 48 no. 11 (""Ein Jüngling liebt ein Mädchen"")",mm. 1-8,,,Ein Jüngling liebt ein Mädchen,op. 48,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVn1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVn1.pdf
Moving Toward V,$ \rm{V^7/V} $,,"Schubert, String Quartet no. 4 in C Major, D. 46, mvt. 4, mm. 1-15",Schubert,"String Quartet no. 4 in C Major, D. 46, mvt. 4",mm. 1-15,,,,D. 46,mvt. 4,,,/musictheoryexamples/examples/10-moving-toward-v/MTVo1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVo1.pdf
Moving Toward V,$ \rm{V^7/V} $,,"Schubert, Violin Sonatina in g minor, D. 408, mvt. 3, mm. 1-16",Schubert,"Violin Sonatina in g minor, D. 408, mvt. 3",mm. 1-16,,,,D. 408,mvt. 3,,,/musictheoryexamples/examples/10-moving-toward-v/MTVp1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVp1.pdf
Moving Toward V,$ \rm{V^7/V} $,,"Haydn, String Quartet in F Major, op. 74 no. 2, mvt. 4, mm. 1-8",Haydn,"String Quartet in F Major, op. 74 no. 2, mvt. 4",mm. 1-8,,,,op. 74,mvt. 4,,,/musictheoryexamples/examples/10-moving-toward-v/MTVq1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVq1.pdf
Moving Toward V,$ \rm{vii^{o6}/V} $,,"Locatelli, L'Arte del Violino, op. 3 no. 4 in E Major, mvt. 2, mm. 55-63",Locatelli,"L'Arte del Violino, op. 3 no. 4 in E Major, mvt. 2",mm. 55-63,,,,op. 3,mvt. 2,,,/musictheoryexamples/examples/10-moving-toward-v/MTVt1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVt1.pdf
Moving Toward V,$ \rm{vii^{o6}/V} $,,"Schubert, ""Der Wanderer"", D. 649, mm. 1-3",Schubert,"""Der Wanderer"", D. 649",mm. 1-3,,,Der Wanderer,D. 649,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVu1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVu1.pdf
Moving Toward V,$ \rm{vii^{o6}/V} $,,"Beethoven, String Trio in E-flat Major, op. 3, mvt. 2, mm. 1-16",Beethoven,"String Trio in E-flat Major, op. 3, mvt. 2",mm. 1-16,,,,op. 3,mvt. 2,,,/musictheoryexamples/examples/10-moving-toward-v/MTVv1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVv1.pdf
Moving Toward V,$ \rm{vii^{o6}/V} $,,"Mendelssohn, Psalm 42, op. 42, mvt. 4, mm. 1-7",Mendelssohn,"Psalm 42, op. 42, mvt. 4",mm. 1-7,,,,op. 42,mvt. 4,,,/musictheoryexamples/examples/10-moving-toward-v/MTVw1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVw1.pdf
Moving Toward V,$ \rm{vii^{o6}/V} $,,"Haydn, Symphony no. 83 in g minor, mvt. 1, mm. 176-183",Haydn,"Symphony no. 83 in g minor, mvt. 1",mm. 176-183,,,,,mvt. 1,,,/musictheoryexamples/examples/10-moving-toward-v/MTVy1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVy1.pdf
Moving Toward V,More Applied Chords to V,,"Haydn, Piano Sonata in A Major, Hob. XVI:30, Tempo di Menuet, mm. 1-8",Haydn,"Piano Sonata in A Major, Hob. XVI:30, Tempo di Menuet",mm. 1-8,,,,Hob. XVI:30,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVz1.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVz1.pdf
Moving Toward V,More Applied Chords to V,,"Paganini, Caprice in E Major, op. 1 no. 1, mm. 1-8",Paganini,"Caprice in E Major, op. 1 no. 1",mm. 1-8,,,,op. 1,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVa2.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVa2.pdf
Moving Toward V,More Applied Chords to V,,"Schubert, Octet in F Major, D. 803, mvt. 4, mm. 1-8",Schubert,"Octet in F Major, D. 803, mvt. 4",mm. 1-8,,,,D. 803,mvt. 4,,,/musictheoryexamples/examples/10-moving-toward-v/MTVb2.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVb2.pdf
Moving Toward V,More Applied Chords to V,,"J. S. Bach, Chorale no. 217 (""Ach Gott, wie manches Herzeleid"") mm. 13-16",,,,,,,,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVc2.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVc2.pdf
Moving Toward V,More Applied Chords to V,,"J.S. Bach, Chorale no. 291 (""Was frag' ich nach der Welt""), mm. 1-4",J.S. Bach,"Chorale no. 291 (""Was frag' ich nach der Welt"")",mm. 1-4,,,Was frag' ich nach der Welt,,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVd2.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVd2.pdf
Moving Toward V,More Applied Chords to V,,"Haydn, Symphony no. 101 in D Major, mvt. 2, mm. 1-10",Haydn,"Symphony no. 101 in D Major, mvt. 2",mm. 1-10,,,,,mvt. 2,,,/musictheoryexamples/examples/10-moving-toward-v/MTVe.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVe.pdf
Moving Toward V,More Applied Chords to V,,"Beethoven, ""An die Ferne Geliebte"", op. 98, mm. 1-9",Beethoven,"""An die Ferne Geliebte"", op. 98",mm. 1-9,,,An die Ferne Geliebte,op. 98,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVe2.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVe2.pdf
Moving Toward V,More Applied Chords to V,,"Schumann, Frauenliebe und Leben, op. 42 no. 2 (""Er, der Herrlichste von Allen""), mm. 1-6",Schumann,"Frauenliebe und Leben, op. 42 no. 2 (""Er, der Herrlichste von Allen"")",mm. 1-6,,,"Er, der Herrlichste von Allen",op. 42,,,,/musictheoryexamples/examples/10-moving-toward-v/MTVf2.mp3,/musictheoryexamples/examples/10-moving-toward-v/MTVf2.pdf
